timestamp,cars
9/2/2015 1:35,0.83
9/2/2015 2:30,1.61
9/2/2015 2:40,4.39
9/2/2015 2:50,3.67
9/2/2015 3:05,1.89
9/2/2015 3:10,0.83
9/2/2015 3:40,1.72
9/2/2015 3:50,4.44
9/2/2015 3:55,5.5
9/2/2015 4:05,4.17
9/2/2015 4:20,2.22
9/2/2015 4:25,10.11
9/2/2015 4:40,1.72
9/2/2015 4:45,1.39
9/2/2015 4:50,6.11
9/2/2015 4:55,7.94
9/2/2015 5:00,5.67
9/2/2015 5:10,5.67
9/2/2015 5:15,4.44
9/2/2015 5:20,6.06
9/2/2015 5:30,2.17
9/2/2015 5:35,5.61
9/2/2015 5:45,6.44
9/2/2015 5:50,8
9/2/2015 5:55,10.33
9/2/2015 6:00,14.28
9/2/2015 6:05,14.06
9/2/2015 6:10,11.61
9/2/2015 6:20,12.94
9/2/2015 6:25,12.39
9/2/2015 6:30,16.78
9/2/2015 6:40,8.67
9/2/2015 6:45,21.72
9/2/2015 6:50,10.67
9/2/2015 6:55,12.28
9/2/2015 7:00,16.17
9/2/2015 7:05,25.61
9/2/2015 7:10,25.78
9/2/2015 7:15,9.44
9/2/2015 7:20,8.83
9/2/2015 7:25,11.72
9/2/2015 7:30,12.17
9/2/2015 7:35,14.33
9/2/2015 7:40,12.11
9/2/2015 7:45,13.67
9/2/2015 7:50,9.17
9/2/2015 7:55,15.06
9/2/2015 8:00,19.56
9/2/2015 8:05,18
9/2/2015 8:10,14.17
9/2/2015 8:15,8.33
9/2/2015 8:20,15.72
9/2/2015 8:25,12.83
9/2/2015 8:30,21.22
9/2/2015 8:35,17.39
9/2/2015 8:40,16.11
9/2/2015 8:45,18.83
9/2/2015 8:50,16.89
9/2/2015 8:55,18.61
9/2/2015 9:00,12.78
9/2/2015 9:05,13.33
9/2/2015 9:10,20.17
9/2/2015 9:15,21.56
9/2/2015 9:25,11.78
9/2/2015 9:30,12.78
9/2/2015 9:35,12.17
9/2/2015 9:40,7.78
9/2/2015 9:55,6.56
9/2/2015 10:00,13.06
9/2/2015 10:05,15.06
9/2/2015 10:10,11.72
9/2/2015 10:15,6.5
9/2/2015 10:20,12.72
9/2/2015 10:25,9.56
9/2/2015 10:30,13.78
9/2/2015 10:35,12.33
9/2/2015 10:40,9.22
9/2/2015 10:45,10.39
9/2/2015 10:50,5.06
9/2/2015 10:55,5.72
9/2/2015 11:00,10.56
9/2/2015 11:10,12.72
9/2/2015 11:15,18.33
9/2/2015 11:25,8.78
9/2/2015 11:30,9.61
9/2/2015 11:40,13.33
9/2/2015 11:45,7
9/2/2015 11:50,9.61
9/2/2015 11:55,11.78
9/2/2015 12:00,3.06
9/2/2015 12:05,13.33
9/2/2015 12:15,14.28
9/2/2015 12:20,14.33
9/2/2015 12:25,6.89
9/2/2015 12:30,11.22
9/2/2015 12:35,8.17
9/2/2015 12:40,8.28
9/2/2015 12:50,15.11
9/2/2015 12:55,13.06
9/2/2015 13:00,12.39
9/2/2015 13:05,13.28
9/2/2015 13:10,6.06
9/2/2015 13:15,17.61
9/2/2015 13:20,13.22
9/2/2015 13:25,10.11
9/2/2015 13:30,8.83
9/2/2015 13:35,12.89
9/2/2015 13:40,4.61
9/2/2015 13:55,15.28
9/2/2015 14:00,6.56
9/2/2015 14:05,9.61
9/2/2015 14:10,13.67
9/2/2015 14:15,8.78
9/2/2015 14:20,11.78
9/2/2015 14:25,9.94
9/2/2015 14:30,11.33
9/2/2015 14:35,12.44
9/2/2015 14:40,12.61
9/2/2015 14:45,10.78
9/2/2015 14:50,10.28
9/2/2015 15:00,14.17
9/2/2015 15:05,13.72
9/2/2015 15:10,12.67
9/2/2015 15:15,14.17
9/2/2015 15:20,15.39
9/2/2015 15:25,13.44
9/2/2015 15:30,10.33
9/2/2015 15:35,12.06
9/2/2015 15:40,11.17
9/2/2015 15:45,14
9/2/2015 15:50,11.78
9/2/2015 15:55,13.61
9/2/2015 16:00,7.44
9/2/2015 16:05,9.78
9/2/2015 16:10,11.67
9/2/2015 16:15,8.56
9/2/2015 16:20,7.5
9/2/2015 16:25,12.22
9/2/2015 16:30,12.44
9/2/2015 16:35,7.89
9/2/2015 16:40,17.72
9/2/2015 16:45,13.94
9/2/2015 16:50,11.94
9/2/2015 16:55,13.39
9/2/2015 17:00,8.94
9/2/2015 17:05,14.33
9/2/2015 17:10,14.67
9/2/2015 17:15,11.17
9/2/2015 17:20,18.5
9/2/2015 17:25,5.56
9/2/2015 17:30,10.11
9/2/2015 17:35,10.72
9/2/2015 17:40,8.44
9/2/2015 17:45,10.17
9/2/2015 17:50,9.83
9/2/2015 18:05,11.5
9/2/2015 18:10,9.89
9/2/2015 18:15,11.78
9/2/2015 18:30,9.17
9/2/2015 18:35,6.72
9/2/2015 18:45,8.11
9/2/2015 18:55,8.06
9/2/2015 19:00,3.78
9/2/2015 19:05,7.11
9/2/2015 19:10,6.78
9/2/2015 19:21,6.5
9/2/2015 19:36,6.56
9/2/2015 19:41,4.78
9/2/2015 19:51,3.72
9/2/2015 20:01,3.78
9/2/2015 20:06,10.67
9/2/2015 20:11,5.67
9/2/2015 20:16,13.33
9/2/2015 20:21,9.44
9/2/2015 20:26,10.22
9/2/2015 20:36,8
9/2/2015 20:41,7.78
9/2/2015 20:46,5.11
9/2/2015 20:56,3.83
9/2/2015 21:06,2.94
9/2/2015 21:21,6.56
9/2/2015 21:26,3.72
9/2/2015 21:36,5.56
9/2/2015 21:51,4.78
9/2/2015 22:01,5.11
9/2/2015 22:06,5.11
9/2/2015 22:11,9.44
9/2/2015 22:26,3.39
9/2/2015 22:41,5.83
9/2/2015 22:51,1.39
9/2/2015 23:01,3.22
9/2/2015 23:11,1.61
9/2/2015 23:16,5.17
9/2/2015 23:26,1.61
9/2/2015 23:41,1.78
9/3/2015 0:11,0.67
9/3/2015 0:21,2.06
9/3/2015 0:26,3.89
9/3/2015 0:36,2.61
9/3/2015 0:56,3.5
9/3/2015 1:01,4.33
9/3/2015 1:06,1.22
9/3/2015 1:16,1.94
9/3/2015 1:31,2.44
9/3/2015 1:56,2.28
9/3/2015 2:36,2.72
9/3/2015 2:46,2.94
9/3/2015 2:56,3.22
9/3/2015 3:16,0.72
9/3/2015 3:31,0.56
9/3/2015 3:41,4.78
9/3/2015 3:46,1.61
9/3/2015 4:11,1.72
9/3/2015 4:31,2.72
9/3/2015 4:46,2.22
9/3/2015 5:01,1.83
9/3/2015 5:11,5.83
9/3/2015 5:31,8.17
9/3/2015 5:36,10.67
9/3/2015 5:41,3.17
9/3/2015 5:51,7.56
9/3/2015 5:56,6.11
9/3/2015 6:01,6.44
9/3/2015 6:06,4.11
9/3/2015 6:11,2.17
9/3/2015 6:16,5.06
9/3/2015 6:21,12
9/3/2015 6:26,11.83
9/3/2015 6:36,13.56
9/3/2015 6:41,4.56
9/3/2015 6:51,7
9/3/2015 7:06,8
9/3/2015 7:11,12.33
9/3/2015 7:16,12.44
9/3/2015 7:21,13.06
9/3/2015 7:26,6.28
9/3/2015 7:31,11.5
9/3/2015 7:36,11.33
9/3/2015 7:41,8.39
9/3/2015 7:46,12.78
9/3/2015 7:51,11.28
9/3/2015 7:56,8.89
9/3/2015 8:01,8.33
9/3/2015 8:06,17.61
9/3/2015 8:31,10.83
9/3/2015 8:36,12.22
9/3/2015 8:41,12.67
9/3/2015 8:46,7.5
9/3/2015 8:51,13
9/3/2015 9:01,10.78
9/3/2015 9:11,12.22
9/3/2015 9:16,18.5
9/3/2015 9:21,13.72
9/3/2015 9:26,12.06
9/3/2015 9:31,9.44
9/3/2015 9:36,7.72
9/3/2015 9:46,8.72
9/3/2015 9:51,11.94
9/3/2015 9:56,5.5
9/3/2015 10:01,7.39
9/3/2015 10:06,17.28
9/3/2015 10:11,12.06
9/3/2015 10:21,7.5
9/3/2015 10:26,6.22
9/3/2015 10:36,7.17
9/3/2015 10:41,7.94
9/3/2015 10:46,13.61
9/3/2015 10:51,10.56
9/3/2015 10:56,7.22
9/3/2015 11:06,12.67
9/3/2015 11:11,10.72
9/3/2015 11:16,11.83
9/3/2015 11:26,10.11
9/3/2015 11:31,8.33
9/3/2015 11:36,16.72
9/3/2015 11:41,10.44
9/3/2015 11:46,11.39
9/3/2015 11:51,8.5
9/3/2015 12:01,8.22
9/3/2015 12:06,10.44
9/3/2015 12:11,9.67
9/3/2015 12:16,7.56
9/3/2015 12:21,6.17
9/3/2015 12:26,10.39
9/3/2015 12:31,7.67
9/3/2015 12:36,9.39
9/3/2015 12:41,12.17
9/3/2015 12:51,15.5
9/3/2015 12:56,5.06
9/3/2015 13:06,6.06
9/3/2015 13:11,6.17
9/3/2015 13:26,6.44
9/3/2015 13:31,9.5
9/3/2015 13:36,13.39
9/3/2015 13:41,8.89
9/3/2015 13:46,9.44
9/3/2015 13:51,8
9/3/2015 14:01,11.11
9/3/2015 14:06,10.28
9/3/2015 14:11,6.5
9/3/2015 14:16,6.72
9/3/2015 14:21,14.28
9/3/2015 14:26,1.17
9/3/2015 14:31,8.44
9/3/2015 14:41,12.33
9/3/2015 14:51,12.06
9/3/2015 14:56,12.28
9/3/2015 15:01,8.06
9/3/2015 15:06,9.44
9/3/2015 15:11,12.28
9/3/2015 15:21,6.72
9/3/2015 15:26,9.33
9/3/2015 15:36,12.17
9/3/2015 15:41,8.83
9/3/2015 15:51,6.72
9/3/2015 15:56,11.33
9/3/2015 16:01,3.89
9/3/2015 16:06,8.56
9/3/2015 16:11,16.06
9/3/2015 16:16,8.83
9/3/2015 16:26,6.78
9/3/2015 16:36,10.33
9/3/2015 16:41,13.89
9/3/2015 16:46,9.72
9/3/2015 16:51,4.17
9/3/2015 17:01,4
9/3/2015 17:06,6.22
9/3/2015 17:11,8.33
9/3/2015 17:21,9.28
9/3/2015 17:26,10.28
9/3/2015 17:36,4.39
9/3/2015 17:41,6.06
9/3/2015 17:46,5.06
9/3/2015 17:51,13.94
9/3/2015 17:56,9.17
9/3/2015 18:01,5.72
9/3/2015 18:06,5.5
9/3/2015 18:11,4.5
9/3/2015 18:16,5.67
9/3/2015 18:21,11.11
9/3/2015 18:26,8.44
9/3/2015 18:31,11.17
9/3/2015 18:36,5.72
9/3/2015 18:46,7.67
9/3/2015 18:51,5
9/3/2015 18:56,5.94
9/3/2015 19:01,4.83
9/3/2015 19:06,4.83
9/3/2015 19:11,7.39
9/3/2015 19:16,5.72
9/3/2015 19:21,4.56
9/3/2015 19:31,2.17
9/3/2015 19:42,7.11
9/3/2015 19:47,4.17
9/3/2015 19:57,4.44
9/3/2015 20:02,1.67
9/3/2015 20:07,4.06
9/3/2015 20:17,4.06
9/3/2015 20:42,6.33
9/3/2015 20:47,6.06
9/3/2015 20:57,2.44
9/3/2015 21:07,5.61
9/3/2015 21:12,3.44
9/3/2015 21:17,8.72
9/3/2015 21:22,3.22
9/3/2015 21:27,2
9/3/2015 21:32,4.67
9/3/2015 21:37,6.94
9/3/2015 21:42,4.11
9/3/2015 21:47,5.06
9/3/2015 22:02,8.67
9/3/2015 22:12,6.89
9/3/2015 22:22,5.11
9/3/2015 23:02,1.44
9/3/2015 23:22,4.33
9/3/2015 23:37,1.94
9/3/2015 23:42,0.83
9/3/2015 23:47,0.78
9/4/2015 0:02,2.61
9/4/2015 0:17,4.44
9/4/2015 0:27,0.67
9/4/2015 1:02,0.94
9/4/2015 1:17,3.11
9/4/2015 1:37,3.78
9/4/2015 1:42,2.89
9/4/2015 1:57,4.61
9/4/2015 2:02,3.44
9/4/2015 2:22,3.67
9/4/2015 3:57,1.22
9/4/2015 4:12,4.06
9/4/2015 4:17,0.89
9/4/2015 4:22,3.5
9/4/2015 4:27,1.06
9/4/2015 4:32,3.72
9/4/2015 4:37,3
9/4/2015 4:52,3.78
9/4/2015 5:17,2.94
9/4/2015 5:22,3.06
9/4/2015 5:27,2.17
9/4/2015 5:42,7.28
9/4/2015 5:52,7.11
9/4/2015 5:57,5.61
9/4/2015 6:02,4.61
9/4/2015 6:07,6.39
9/4/2015 6:12,10.06
9/4/2015 6:17,11.78
9/4/2015 6:22,7.06
9/4/2015 6:27,5.11
9/4/2015 6:32,7.11
9/4/2015 6:37,10.28
9/4/2015 6:42,7.89
9/4/2015 6:47,11.61
9/4/2015 6:52,9.44
9/4/2015 6:57,7.61
9/4/2015 7:02,3.22
9/4/2015 7:07,7.33
9/4/2015 7:12,13.67
9/4/2015 7:17,10.17
9/4/2015 7:22,10.17
9/4/2015 7:32,13.17
9/4/2015 7:42,11.5
9/4/2015 7:47,11.11
9/4/2015 8:07,6.17
9/4/2015 8:12,7.17
9/4/2015 8:17,13.78
9/4/2015 8:22,9.17
9/4/2015 8:27,7.83
9/4/2015 8:32,9.67
9/4/2015 8:37,10.72
9/4/2015 8:42,13.17
9/4/2015 8:47,9.22
9/4/2015 8:57,8
9/4/2015 9:02,9.67
9/4/2015 9:07,3.67
9/4/2015 9:22,7
9/4/2015 9:27,7.06
9/4/2015 9:32,12.06
9/4/2015 9:42,8.78
9/4/2015 9:47,11.33
9/4/2015 9:52,13.89
9/4/2015 9:57,6
9/4/2015 10:07,7.11
9/4/2015 10:12,5.17
9/4/2015 10:22,9
9/4/2015 10:27,11.11
9/4/2015 10:32,6.94
9/4/2015 10:42,9.72
9/4/2015 10:52,6
9/4/2015 10:57,9.06
9/4/2015 11:02,7.39
9/4/2015 11:12,6
9/4/2015 11:17,9.89
9/4/2015 11:22,4.78
9/4/2015 11:27,10.56
9/4/2015 11:32,8.33
9/4/2015 11:37,15.28
9/4/2015 11:42,11.5
9/4/2015 11:52,6.94
9/4/2015 11:57,6.11
9/4/2015 12:27,6.22
9/4/2015 12:37,7.28
9/4/2015 12:47,7.44
9/4/2015 13:12,10.94
9/4/2015 13:17,5.39
9/4/2015 13:22,7.33
9/4/2015 13:27,9.11
9/4/2015 13:37,8.78
9/4/2015 13:47,2.22
9/4/2015 14:02,3.22
9/4/2015 14:12,6.56
9/4/2015 14:17,6.72
9/4/2015 14:22,2.33
9/4/2015 14:27,10.72
9/4/2015 14:37,4.67
9/4/2015 14:47,9.44
9/4/2015 14:52,6.28
9/4/2015 14:57,6.5
9/4/2015 15:07,5
9/4/2015 15:12,10.06
9/4/2015 15:17,9.5
9/4/2015 15:27,9
9/4/2015 15:32,6.22
9/4/2015 15:37,7
9/4/2015 15:52,15
9/4/2015 15:57,7.28
9/4/2015 16:07,5.17
9/4/2015 16:12,4.17
9/4/2015 16:17,10.78
9/4/2015 16:22,14.33
9/4/2015 16:27,4.17
9/4/2015 16:37,8.28
9/4/2015 17:02,5.56
9/4/2015 17:07,10.72
9/4/2015 17:12,5.06
9/4/2015 17:17,3.33
9/4/2015 17:22,3.78
9/4/2015 17:32,6.22
9/4/2015 17:37,7.83
9/4/2015 17:42,11.83
9/4/2015 17:52,6
9/4/2015 18:02,6.83
9/4/2015 18:07,5.89
9/4/2015 18:12,9.67
9/4/2015 18:17,8.11
9/4/2015 18:27,7.78
9/4/2015 18:32,5.06
9/4/2015 18:42,10.83
9/4/2015 18:47,6.39
9/4/2015 18:52,4.83
9/4/2015 18:57,2.61
9/4/2015 19:12,2.44
9/4/2015 19:22,3.39
9/4/2015 19:37,3.56
9/4/2015 19:47,4.56
9/4/2015 19:52,6.67
9/4/2015 19:57,1.78
9/4/2015 20:02,8.61
9/4/2015 20:12,2
9/4/2015 20:17,10.89
9/4/2015 20:18,3.83
9/4/2015 20:23,6.5
9/4/2015 20:28,3.78
9/4/2015 20:33,3.83
9/4/2015 21:03,5.11
9/4/2015 21:08,3.56
9/4/2015 21:13,2.28
9/4/2015 21:18,5.22
9/4/2015 21:23,4.22
9/4/2015 21:28,1.72
9/4/2015 21:38,2.89
9/4/2015 21:43,7
9/4/2015 21:48,2.94
9/4/2015 21:53,6.67
9/4/2015 22:03,3
9/4/2015 22:08,1.11
9/4/2015 22:13,4.83
9/4/2015 22:23,3.56
9/8/2015 10:44,10.06
9/8/2015 10:54,5.11
9/8/2015 10:59,9.94
9/8/2015 11:04,3.56
9/8/2015 11:14,5.5
9/8/2015 11:19,6.61
9/8/2015 11:24,6.78
9/8/2015 11:29,11.11
9/8/2015 11:34,7.56
9/8/2015 11:49,15
9/8/2015 11:54,8.72
9/8/2015 11:59,11.56
9/8/2015 12:04,10.39
9/8/2015 12:09,14.11
9/8/2015 12:19,8.39
9/8/2015 12:24,9.11
9/8/2015 12:27,2.5
9/8/2015 12:32,9.17
9/8/2015 12:36,7.11
9/8/2015 12:46,12.83
9/8/2015 12:56,5.94
9/8/2015 13:01,6.67
9/8/2015 13:06,5
9/8/2015 13:16,8.67
9/8/2015 13:21,8.94
9/8/2015 13:26,10.44
9/8/2015 13:36,10.5
9/8/2015 13:41,12.28
9/8/2015 13:51,15.22
9/8/2015 13:56,7.17
9/8/2015 14:00,8.11
9/8/2015 14:06,11.56
9/8/2015 14:11,4.83
9/8/2015 14:21,12.28
9/8/2015 14:26,10.67
9/8/2015 14:31,9.94
9/8/2015 14:36,10.22
9/8/2015 14:41,8.28
9/8/2015 14:46,4.28
9/8/2015 14:51,6.06
9/8/2015 14:56,9.22
9/8/2015 15:01,9.5
9/8/2015 15:06,10.89
9/8/2015 15:11,8.17
9/8/2015 15:16,9.5
9/8/2015 15:21,6.33
9/8/2015 15:29,8.11
9/8/2015 16:15,6.5
9/8/2015 16:36,6.17
9/8/2015 16:41,13.06
9/8/2015 16:46,9.33
9/8/2015 16:51,10.72
9/8/2015 16:56,9.56
9/8/2015 17:11,6.83
9/8/2015 17:16,9.56
9/8/2015 17:21,6.33
9/8/2015 17:26,7.28
9/8/2015 17:31,7.22
9/8/2015 17:36,6.72
9/8/2015 17:41,11.28
9/8/2015 17:46,11.78
9/8/2015 17:51,5.56
9/8/2015 17:56,5.06
9/8/2015 17:57,6.56
9/8/2015 18:26,5.22
9/8/2015 18:31,6.67
9/8/2015 18:36,4
9/8/2015 18:41,4.56
9/8/2015 18:46,10.94
9/8/2015 18:51,12.44
9/8/2015 19:01,6.33
9/8/2015 19:06,8.89
9/8/2015 19:11,13.56
9/8/2015 19:31,6.94
9/8/2015 19:36,9.17
9/8/2015 19:46,6.28
9/8/2015 19:51,5.72
9/8/2015 20:06,4.67
9/8/2015 20:16,5.11
9/8/2015 20:26,3.56
9/8/2015 20:36,9.5
9/8/2015 20:46,2.83
9/8/2015 20:51,5.89
9/8/2015 21:01,2.72
9/8/2015 21:06,1.56
9/8/2015 21:11,4.61
9/8/2015 21:26,3.44
9/8/2015 21:31,6.06
9/8/2015 21:36,4.22
9/8/2015 21:41,7.06
9/8/2015 21:46,3
9/8/2015 21:56,5.06
9/8/2015 22:01,6.28
9/8/2015 22:06,1.89
9/8/2015 22:12,2.67
9/8/2015 22:26,2.33
9/8/2015 22:36,4.5
9/8/2015 22:51,4.17
9/8/2015 22:56,1.78
9/8/2015 23:01,1.67
9/8/2015 23:06,2.89
9/8/2015 23:11,2.61
9/9/2015 0:01,4.44
9/9/2015 0:11,0.83
9/9/2015 0:36,2.72
9/9/2015 1:01,3.06
9/9/2015 1:11,1.94
9/9/2015 1:51,0.61
9/9/2015 2:06,0.83
9/9/2015 2:31,3.56
9/9/2015 2:46,2.44
9/9/2015 6:04,6.83
9/9/2015 7:34,15.11
9/9/2015 9:48,6.61
9/9/2015 9:58,12.06
9/9/2015 10:08,7.33
9/9/2015 10:13,5.83
9/9/2015 10:18,12.06
9/9/2015 10:23,8.44
9/9/2015 10:33,5.94
9/9/2015 10:38,8.17
9/9/2015 10:43,7.61
9/9/2015 10:48,8.83
9/9/2015 10:53,6.22
9/9/2015 10:58,5.17
9/9/2015 11:03,10.78
9/9/2015 11:08,10.89
9/9/2015 11:13,7.89
9/9/2015 11:18,6.78
9/9/2015 11:28,4.83
9/9/2015 11:33,8.5
9/9/2015 11:38,9.11
9/9/2015 11:43,10.56
9/9/2015 11:48,3.89
9/9/2015 11:53,16.94
9/9/2015 11:58,10.89
9/9/2015 12:03,6.28
9/9/2015 12:08,10.5
9/9/2015 12:13,6.56
9/9/2015 12:18,10.67
9/9/2015 12:23,13.06
9/9/2015 12:28,10.06
9/9/2015 12:33,10.5
9/9/2015 12:38,6.17
9/9/2015 12:43,6.89
9/9/2015 12:48,9.33
9/9/2015 12:53,3.94
9/9/2015 12:58,11
9/9/2015 13:08,11.67
9/9/2015 13:13,6.22
9/9/2015 13:18,11
9/9/2015 13:23,8.11
9/9/2015 13:28,8.33
9/9/2015 13:33,9.06
9/9/2015 13:38,3.67
9/9/2015 13:43,6.44
9/9/2015 13:53,7.28
9/9/2015 13:58,5.39
9/9/2015 14:03,7.72
9/9/2015 14:08,5
9/9/2015 14:13,1.5
9/9/2015 14:18,10.78
9/9/2015 14:23,5.5
9/9/2015 14:33,4.06
9/9/2015 14:38,11.06
9/9/2015 14:43,2.56
9/9/2015 14:48,7.78
9/9/2015 14:53,11.28
9/9/2015 14:58,5.28
9/9/2015 15:03,11.11
9/9/2015 15:13,7.28
9/9/2015 15:18,10.44
9/9/2015 15:23,5.06
9/9/2015 15:28,9.28
9/9/2015 15:33,8.39
9/9/2015 15:48,9.5
9/9/2015 15:53,5.11
9/9/2015 16:08,8.67
9/9/2015 16:13,7.22
9/9/2015 16:18,6.67
9/9/2015 16:28,6.22
9/9/2015 16:33,7
9/9/2015 16:38,11.22
9/9/2015 16:43,6.89
9/9/2015 16:48,9.06
9/9/2015 16:53,6.61
9/9/2015 16:58,12.89
9/9/2015 17:08,6.94
9/9/2015 17:18,11.94
9/9/2015 17:23,12.17
9/9/2015 17:28,8.72
9/9/2015 17:33,12.11
9/9/2015 17:38,10.39
9/9/2015 17:43,5.11
9/9/2015 17:58,5.33
9/9/2015 18:03,8.72
9/9/2015 18:08,10.67
9/9/2015 18:23,6.17
9/9/2015 18:28,4.06
9/9/2015 18:33,7.28
9/9/2015 18:38,3.22
9/9/2015 18:48,7.94
9/9/2015 18:58,4.44
9/9/2015 19:03,5.83
9/9/2015 19:08,4.83
9/9/2015 19:13,6.39
9/9/2015 19:18,10.33
9/9/2015 19:23,4.56
9/9/2015 19:28,3.06
9/9/2015 19:33,6.06
9/9/2015 19:43,3.28
9/9/2015 19:48,1.67
9/9/2015 19:58,5.56
9/9/2015 20:23,1.33
9/9/2015 20:28,2.56
9/9/2015 20:33,6.5
9/9/2015 20:38,0.89
9/9/2015 20:43,13.17
9/9/2015 20:48,4.83
9/9/2015 20:58,3.94
9/9/2015 21:03,3.78
9/9/2015 21:13,2.44
9/9/2015 21:18,6
9/9/2015 21:28,6.89
9/9/2015 21:43,2.33
9/9/2015 21:48,4.17
9/9/2015 21:53,0.56
9/9/2015 21:58,12.89
9/9/2015 22:03,5.22
9/9/2015 22:08,3.33
9/9/2015 22:13,0.78
9/9/2015 22:23,2.56
9/9/2015 22:28,0.94
9/9/2015 22:46,2.17
9/9/2015 23:18,2.06
9/9/2015 23:23,3.44
9/9/2015 23:28,5.06
9/9/2015 23:33,0.67
9/9/2015 23:38,0.67
9/9/2015 23:48,3.06
9/10/2015 0:03,2.61
9/10/2015 0:13,3.06
9/10/2015 0:18,2.11
9/10/2015 0:23,1.61
9/10/2015 1:48,0.94
9/10/2015 1:53,0.72
9/10/2015 2:08,5.11
9/10/2015 2:53,0.78
9/10/2015 3:22,0.72
9/10/2015 3:52,2.67
9/10/2015 4:34,1.06
9/10/2015 5:28,6.06
9/10/2015 5:33,2.56
9/10/2015 5:33,8.94
9/10/2015 5:38,5.61
9/10/2015 5:45,11.89
9/10/2015 8:00,14.67
9/10/2015 8:13,12.94
9/10/2015 8:18,12.83
9/10/2015 8:23,14.22
9/10/2015 8:28,13
9/10/2015 8:38,8.11
9/10/2015 8:43,17.78
9/10/2015 8:48,14.11
9/10/2015 8:53,11.22
9/10/2015 8:58,10.67
9/10/2015 9:03,6.83
9/10/2015 9:13,14.39
9/10/2015 9:18,6.83
9/10/2015 9:23,15.94
9/10/2015 9:28,10.22
9/10/2015 9:33,14.78
9/10/2015 9:38,10.33
9/10/2015 9:43,3.67
9/10/2015 9:48,6.83
9/10/2015 9:52,6.5
9/10/2015 9:57,3.44
9/10/2015 10:02,3.22
9/10/2015 10:07,11.28
9/10/2015 10:12,7.28
9/10/2015 10:17,7.44
9/10/2015 10:27,8.5
9/10/2015 10:32,9.28
9/10/2015 10:37,9.78
9/10/2015 10:42,9.61
9/10/2015 10:47,7.61
9/10/2015 10:52,11.11
9/10/2015 10:57,8.83
9/10/2015 11:02,10.94
9/10/2015 11:07,9.78
9/10/2015 11:12,8.44
9/10/2015 11:17,7
9/10/2015 11:22,10.94
9/10/2015 11:27,12.94
9/10/2015 11:32,6.78
9/10/2015 11:37,10.61
9/10/2015 11:42,11.28
